,Response_X,Response_Y,tag
127,121.5506621,25.0424969,cosmed
128,121.5519591,25.0398318,cosmed
129,121.5541909,25.0412031,cosmed
130,121.5464175,25.0330759,cosmed
131,121.5540701,25.0313158,cosmed
132,121.5440383,25.0433357,cosmed
133,121.5436685,25.0252781,cosmed
134,121.531774,25.017584,cosmed
135,121.54906,25.08238,cosmed
136,121.5213463,25.0578769,cosmed
137,121.521103,25.0625847,cosmed
138,121.533487,25.0615051,cosmed
139,121.5251244,25.0505356,cosmed
140,121.5253295,25.0555024,cosmed
141,121.5256626,25.0597579,cosmed
142,121.532439,25.0485925,cosmed
143,121.543845,25.053477,cosmed
144,121.5439216,25.0602595,cosmed
145,121.5437837,25.0504088,cosmed
146,121.5559414,25.0836386,cosmed
147,121.5300778,25.0649356,cosmed
148,121.5244065,25.0648403,cosmed
149,121.5433995,25.0561891,cosmed
150,121.5321888,25.0604341,cosmed
151,121.5408779,25.0653928,cosmed
152,121.5224742,25.024784,cosmed
153,121.5178784,25.0463087,cosmed
154,121.515575,25.0464951,cosmed
155,121.5167157,25.0445923,cosmed
156,121.5245843,25.0356238,cosmed
157,121.5185738,25.0314235,cosmed
158,121.5145616,25.0452419,cosmed
159,121.510236,25.042436,cosmed
160,121.5330568,25.0148038,cosmed
161,121.5669674,25.0823473,cosmed
162,121.579066,25.0802885,cosmed
163,121.6064417,25.0719396,cosmed
164,121.600251,25.0844497,cosmed
165,121.5923796,25.0824382,cosmed
166,121.6142201,25.0689053,cosmed
167,121.5750816,24.9878905,cosmed
168,121.5415347,24.993129,cosmed
169,121.5567291,24.9995993,cosmed
170,121.5617725,24.9846595,cosmed
171,121.5385973,25.0022195,cosmed
172,121.500198,25.140643,cosmed
173,121.5158643,25.1157206,cosmed
174,121.4992727,25.1326946,cosmed
175,121.5195639,25.1093515,cosmed
176,121.4674004,25.1221836,cosmed
177,121.5084857,25.1150016,cosmed
178,121.5468999,25.0483444,cosmed
179,121.5524128,25.0477427,cosmed
180,121.560829,25.0588389,cosmed
181,121.5661365,25.0588639,cosmed
182,121.544826,25.061704,cosmed
183,121.5629085,25.0512231,cosmed
184,121.5666575,25.0511413,cosmed
185,121.5553378,25.0518257,cosmed
186,121.5462564,25.0588119,cosmed
187,121.54958,25.0538579,cosmed
188,121.5518476,25.0636811,cosmed
189,121.5451793,25.0530844,cosmed
190,121.5686384,25.043421,cosmed
191,121.580442,25.045582,cosmed
192,121.561784,25.02943,cosmed
193,121.5638068,25.026955,cosmed
194,121.576827,25.04066,cosmed
195,121.574449,25.041256,cosmed
196,121.561903,25.041058,cosmed
197,121.578009,25.0478529,cosmed
198,121.5782994,25.0491901,cosmed
199,121.5531854,25.0245142,cosmed
200,121.5677344,25.0266293,cosmed
201,121.5864187,25.0390757,cosmed
202,121.5939889,25.0502135,cosmed
203,121.5831192,25.0453665,cosmed
204,121.6059671,25.0544362,cosmed
205,121.506079,25.042612,cosmed
206,121.4995792,25.0354487,cosmed
207,121.4941314,25.0270176,cosmed
208,121.506181,25.026167,cosmed
209,121.4999514,25.0681846,cosmed
210,121.487339,25.077518,cosmed
211,121.4917547,25.083335,cosmed
212,121.4967881,25.0716077,cosmed
213,121.498919,25.062875,cosmed
214,121.4971982,25.0618907,cosmed
215,121.491516,25.059502,cosmed
216,121.468447,25.0459229,cosmed
217,121.491012,25.054038,cosmed
218,121.3733372,24.945493,cosmed
219,121.373346,24.935295,cosmed
220,121.442229,24.975897,cosmed
221,121.435354,24.966526,cosmed
222,121.467935,24.984914,cosmed
223,121.467515,24.99026,cosmed
224,121.451482,24.9862013,cosmed
225,121.4748252,25.0065836,cosmed
226,121.5105202,25.0018098,cosmed
227,121.4811328,25.0009245,cosmed
228,121.5039459,24.9938275,cosmed
229,121.5046764,24.9929304,cosmed
230,121.5131532,24.9881616,cosmed
231,121.5107802,24.9901818,cosmed
232,121.4380516,25.0837271,cosmed
233,121.508117,25.0082989,cosmed
234,121.510671,25.013117,cosmed
235,121.5151491,25.0119939,cosmed
236,121.5155504,25.0147075,cosmed
237,121.5208233,25.0093155,cosmed
238,121.5246881,24.9993389,cosmed
239,121.663359,25.0679924,cosmed
240,121.6648876,25.0725058,cosmed
241,121.6554078,25.063151,cosmed
242,121.632964,25.064389,cosmed
243,121.6422201,25.064655,cosmed
244,121.4599648,25.0081596,cosmed
245,121.464423,25.0110399,cosmed
246,121.467058,25.0219689,cosmed
247,121.4541518,24.9950707,cosmed
248,121.4780867,25.0308562,cosmed
249,121.4519363,24.9969807,cosmed
250,121.4613356,24.9961531,cosmed
251,121.4668732,25.013487,cosmed
252,121.4634922,25.0143985,cosmed
253,121.4634922,25.0143985,cosmed
254,121.4735839,25.0292623,cosmed
255,121.471335,25.030964,cosmed
256,121.3923263,25.0773847,cosmed
257,121.3741883,25.0771336,cosmed
258,121.3633902,25.0711979,cosmed
259,121.4341246,25.0559652,cosmed
260,121.4333876,25.0611998,cosmed
261,121.4425393,25.1765627,cosmed
262,121.4387955,25.1708406,cosmed
263,121.449085,25.1773094,cosmed
264,121.4619785,25.1378786,cosmed
265,121.4621976,25.1357609,cosmed
266,121.4454683,25.1696984,cosmed
267,121.4466516,25.1761429,cosmed
268,121.5994091,25.0043538,cosmed
269,121.530176,24.973328,cosmed
270,121.5398951,24.9730408,cosmed
271,121.5450861,24.9695098,cosmed
272,121.541278,24.96784,cosmed
273,121.5427574,24.9745943,cosmed
274,121.542106,24.98271,cosmed
275,121.4445656,25.0514281,cosmed
276,121.4511569,25.0360173,cosmed
277,121.433307,25.03246,cosmed
278,121.426522,25.0172422,cosmed
279,121.4254375,25.0237059,cosmed
280,121.4472172,25.0491992,cosmed
281,121.458442,25.049818,cosmed
282,121.8067044,25.10808,cosmed
283,121.41716,24.980426,cosmed
284,121.423829,24.991314,cosmed
285,121.4259943,24.9909868,cosmed
286,121.4790479,25.085546,cosmed
287,121.4609716,25.0812423,cosmed
288,121.45945,25.0880911,cosmed
289,121.4751487,25.0865355,cosmed
290,121.350715,24.953732,cosmed
291,121.5117532,25.0473639,post
292,121.528913,25.0340699,post
293,121.507015,25.0413279,post
294,121.5010534,25.0407723,post
295,121.5046124,25.0366019,post
296,121.5146612,25.0318307,post
297,121.5173708,25.0246327,post
298,121.53114,25.026618,post
299,121.519409,25.0459863,post
300,121.522115,25.0514825,post
301,121.509986,25.054789,post
302,121.5144792,25.0546485,post
303,121.5207279,25.0469368,post
304,121.534412,25.014347,post
305,121.51098,25.039177,post
306,121.5119772,25.0400018,post
307,121.5226881,25.0595004,post
308,121.5739623,25.0499258,post
309,121.511288,25.0380189,post
310,121.5127173,25.0627732,post
311,121.5274888,25.0259513,post
312,121.5378924,25.0125374,post
313,121.5356019,25.0386721,post
314,121.5198947,25.043252,post
315,121.5464175,25.0330759,post
316,121.5373028,25.0550136,post
317,121.5268704,25.089177,post
318,121.5409233,24.9927249,post
319,121.5247112,25.0236748,post
320,121.4975532,25.0233783,post
321,121.5331935,25.0448483,post
322,121.5159941,25.0445958,post
323,121.5438344,25.0492115,post
324,121.501124,25.0313869,post
325,121.557611,25.047932,post
326,121.545623,25.079086,post
327,121.5104478,25.0824998,post
328,121.556385,25.0334299,post
329,121.545929,25.026504,post
330,121.5518476,25.0636811,post
331,121.5349565,25.0485074,post
332,121.5186145,25.0658588,post
333,121.5667019,25.0515829,post
334,121.5639969,25.037531,post
335,121.5136237,25.0763079,post
336,121.574243,25.0320543,post
337,121.5321676,25.1226571,post
338,121.5456144,25.0430487,post
339,121.566355,25.027166,post
340,121.5329644,25.0620648,post
341,121.5559691,25.0581482,post
342,121.553841,25.0228652,post
343,121.5081728,25.0359087,post
344,121.5485016,25.1023639,post
345,121.5137663,25.0599141,post
346,121.511227,25.031454,post
347,121.517081,25.0479239,post
348,121.5258114,25.0649927,post
349,121.5305561,25.0549646,post
350,121.521623,25.0625842,post
351,121.5041441,25.0380929,post
352,121.5358871,25.011816,post
353,121.5115604,25.0291916,post
354,121.5195942,25.0935053,post
355,121.496784,25.01887,post
356,121.5489823,25.0006423,post
357,121.5181781,25.0874552,post
358,121.5710135,25.0455053,post
359,121.4930323,25.0352842,post
360,121.561762,25.040346,post
361,121.5638621,25.0541591,post
362,121.538305,25.0414992,post
363,121.5269523,25.104625,post
364,121.5265416,25.0424074,post
365,121.545748,25.094415,post
366,121.5656544,25.0593415,post
367,121.540341,25.0127239,post
368,121.5245671,25.0318173,post
369,121.5218265,25.0346522,post
370,121.539013,25.004192,post
371,121.5081939,25.0249068,post
372,121.5526743,25.0308286,post
373,121.5369051,25.0079634,post
374,121.576702,25.040661,post
375,121.5198716,25.0421407,post
376,121.5457453,25.0619081,post
377,121.5498429,25.0826554,post
378,121.5373205,25.1114041,post
379,121.5330572,25.1125099,post
380,121.5089941,25.0433213,post
381,121.5508815,25.040612,post
382,121.562324,25.0332591,post
383,121.5102919,25.0349318,post
384,121.5586625,24.9981144,post
385,121.543485,25.055728,post
386,121.5191318,25.0402867,post
387,121.565204,25.107,post
388,121.5383024,25.0337246,post
389,121.5511622,25.0577378,post
390,121.51947,25.0422099,post
391,121.5410744,25.0630229,post
392,121.5432099,25.079796,post
393,121.5239063,25.0817353,post
394,121.5459902,25.1513391,post
395,121.5410056,25.1377176,post
396,121.505847,25.089378,post
397,121.567224,25.033806,post
398,121.5282951,25.1016763,post
399,121.5029471,25.1357587,post
400,121.4915912,25.1395051,post
401,121.5163968,25.1173631,post
402,121.4668855,25.121555,post
403,121.5013167,25.1285071,post
404,121.5201598,25.1201836,post
405,121.517672,25.1056629,post
406,121.4981032,25.1437118,post
407,121.5093483,25.1145713,post
408,121.514895,25.1100915,post
409,121.4974688,25.1373865,post
410,121.5221483,25.113253,post
411,121.5068224,25.1175046,post
412,121.5047657,25.1328727,post
413,121.4892558,25.1383282,post
414,121.4679751,25.1278777,post
415,121.5133357,25.1196326,post
416,121.5880759,25.0693178,post
417,121.5888831,25.0818017,post
418,121.5800544,25.0551068,post
419,121.5797027,25.0782557,post
420,121.589985,25.086778,post
421,121.5682973,25.0823131,post
422,121.6178712,25.0681908,post
423,121.6005599,25.084317,post
424,121.574047,25.0765239,post
425,121.5614324,25.0847519,post
426,121.5767395,25.0634128,post
427,121.6075176,25.0723614,post
428,121.592611,25.0717589,post
429,121.5926212,25.0498669,post
430,121.616207,25.043259,post
431,121.5870406,25.0532733,post
432,121.616129,25.053552,post
433,121.585664,25.0462253,post
434,121.6034144,25.0538742,post
435,121.58771,25.0394256,post
436,121.582693,25.0448713,post
437,121.565528,24.98851,post
438,121.5762754,24.9875795,post
439,121.548444,24.987344,post
440,121.556331,24.9804345,post
441,121.5442068,24.9886453,post
442,121.524648,25.0375759,post
443,121.5647256,24.9825009,post
444,121.5684884,25.0021799,post
445,121.6118825,25.0584861,post
446,121.5572827,25.0800846,post
447,121.5241075,25.0964981,cafe8mrt
448,121.5087634,25.0882909,cafe8mrt
449,121.5225481,25.0805737,cafe8mrt
450,121.5340538,25.1098083,cafe8mrt
451,121.517884,25.057179,cafe8mrt
452,121.5160856,25.068727,cafe8mrt
453,121.519961,25.0503304,cafe8mrt
454,121.5446383,25.0438598,cafe8mrt
455,121.5573106,25.0196367,cafe8mrt
456,121.5303922,25.0600008,cafe8mrt
457,121.5423048,25.048336,cafe8mrt
458,121.5316721,25.0547023,cafe8mrt
459,121.5246327,25.0601897,cafe8mrt
460,121.5408698,25.0660775,cafe8mrt
461,121.5218949,25.0241762,cafe8mrt
462,121.5199838,25.0322514,cafe8mrt
463,121.5791861,25.0785334,cafe8mrt
464,121.6185093,25.0693869,cafe8mrt
465,121.5635499,24.9889769,cafe8mrt
466,121.567332,24.9836379,cafe8mrt
467,121.5411941,24.9917264,cafe8mrt
468,121.4996684,25.1348288,cafe8mrt
469,121.499607,25.141014,cafe8mrt
470,121.564003,25.0487266,cafe8mrt
471,121.555484,25.057464,cafe8mrt
472,121.575385,25.045692,cafe8mrt
473,121.566201,25.027196,cafe8mrt
474,121.5840058,25.0450638,cafe8mrt
475,121.6159164,25.0520436,cafe8mrt
476,121.5058047,25.0280271,cafe8mrt
477,121.4987992,25.0221618,cafe8mrt
478,121.5072777,25.0415882,cafe8mrt
479,121.500541,25.036578,cafe8mrt
480,121.4942945,25.0258841,cafe8mrt
481,121.3975688,25.1466128,cafe8mrt
482,121.485445,25.0771589,cafe8mrt
483,121.4781236,25.0692182,cafe8mrt
484,121.483715,25.0625209,cafe8mrt
485,121.4893015,25.0820589,cafe8mrt
486,121.493739,25.066671,cafe8mrt
487,121.4888834,25.0667397,cafe8mrt
488,121.487657,25.056926,cafe8mrt
489,121.5012656,25.0632998,cafe8mrt
490,121.371667,24.929918,cafe8mrt
491,121.3704198,24.9362918,cafe8mrt
492,121.375933,24.9364269,cafe8mrt
493,121.363479,24.9385139,cafe8mrt
494,121.469961,24.989776,cafe8mrt
495,121.4653091,24.9847428,cafe8mrt
496,121.4486204,24.987804,cafe8mrt
497,121.4726578,25.0064947,cafe8mrt
498,121.4963689,24.9941342,cafe8mrt
499,121.46897,25.00333,cafe8mrt
500,121.5056253,24.9974278,cafe8mrt
501,121.4813952,25.0009998,cafe8mrt
502,121.5074126,24.9855507,cafe8mrt
503,121.4382849,25.0840427,cafe8mrt
504,121.5147973,25.011916,cafe8mrt
505,121.5146945,25.0039297,cafe8mrt
506,121.512299,25.0076089,cafe8mrt
507,121.5229937,24.999528,cafe8mrt
508,121.6314779,25.0656193,cafe8mrt
509,121.665543,25.07077,cafe8mrt
510,121.6617104,25.0732758,cafe8mrt
511,121.6556682,25.062882,cafe8mrt
512,121.641972,25.06431,cafe8mrt
513,121.455773,25.016991,cafe8mrt
514,121.4719065,25.0146534,cafe8mrt
515,121.4743056,25.031438,cafe8mrt
516,121.4658835,25.0195424,cafe8mrt
517,121.459886,25.003167,cafe8mrt
518,121.465403,25.0251,cafe8mrt
519,121.4611093,25.018651,cafe8mrt
520,121.4633085,24.9988024,cafe8mrt
521,121.4711634,25.0240964,cafe8mrt
522,121.4563774,25.0071949,cafe8mrt
523,121.430964,24.987931,cafe8mrt
524,121.4766073,25.0268441,cafe8mrt
525,121.3871378,25.0777386,cafe8mrt
526,121.6397162,25.2193681,cafe8mrt
527,121.4304745,25.0543269,cafe8mrt
528,121.4246244,25.0395409,cafe8mrt
529,121.4415518,25.1750101,cafe8mrt
530,121.460206,25.137917,cafe8mrt
531,121.4466993,25.1749379,cafe8mrt
532,121.545782,24.96957,cafe8mrt
533,121.5444446,24.9795385,cafe8mrt
534,121.539514,24.9546369,cafe8mrt
535,121.5177129,24.9752615,cafe8mrt
536,121.512784,24.9625042,cafe8mrt
537,121.5205063,24.9861836,cafe8mrt
538,121.423588,25.019689,cafe8mrt
539,121.4447609,25.0455533,cafe8mrt
540,121.4520617,25.0374501,cafe8mrt
541,121.465802,25.054769,cafe8mrt
542,121.426971,25.0196829,cafe8mrt
543,121.4520738,25.0493239,cafe8mrt
544,121.454583,25.053029,cafe8mrt
545,121.4266526,25.0242918,cafe8mrt
546,121.4192623,25.0260433,cafe8mrt
547,121.458447,25.049481,cafe8mrt
548,121.8072072,25.1078391,cafe8mrt
549,121.6871861,25.2036016,cafe8mrt
550,121.4231228,24.9912168,cafe8mrt
551,121.4199981,24.9818129,cafe8mrt
552,121.420962,24.9890627,cafe8mrt
553,121.422739,24.9949292,cafe8mrt
554,121.46513,25.0821904,cafe8mrt
555,121.4594731,25.0827515,cafe8mrt
556,121.4756932,25.0870763,cafe8mrt
557,121.3508659,24.9540294,cafe8mrt
558,121.3291755,24.9691906,cafe8mrt
559,121.418218,24.959306,mrt
560,121.419,24.95931,mrt
561,121.4196,24.95962,mrt
562,121.4201,24.96039,mrt
563,121.552335,25.063717,mrt
564,121.551294,25.063673,mrt
565,121.552241,25.062923,mrt
566,121.544031,25.060889,mrt
567,121.543143,25.041797,mrt
568,121.543422,25.041355,mrt
569,121.544806,25.041467,mrt
570,121.54506,25.041772,mrt
571,121.543985,25.04202,mrt
572,121.541949,25.033508,mrt
573,121.541826,25.033515,mrt
574,121.54233,25.033241,mrt
575,121.544057,25.033066,mrt
576,121.543719,25.032862,mrt
577,121.543749,25.034006,mrt
578,121.543636,25.026154,mrt
579,121.552737,25.023852,mrt
580,121.558606,25.018554,mrt
581,121.557021,25.005119,mrt
582,121.557737,24.999383,mrt
583,121.568409,24.99858,mrt
584,121.573417,24.998174,mrt
585,121.579916,24.99825,mrt
586,121.579417,24.997948,mrt
587,121.547104,25.080118,mrt
588,121.546823,25.079584,mrt
589,121.546901,25.07931,mrt
590,121.555226,25.085174,mrt
591,121.555097,25.084754,mrt
592,121.556098,25.084484,mrt
593,121.566647,25.082339,mrt
594,121.567141,25.082023,mrt
595,121.57556,25.080152,mrt
596,121.574704,25.080065,mrt
597,121.58564,25.078671,mrt
598,121.58447,25.078408,mrt
599,121.594266,25.083745,mrt
600,121.594612,25.083636,mrt
601,121.602377,25.083894,mrt
602,121.60221,25.083675,mrt
603,121.608047,25.072638,mrt
604,121.607197,25.072534,mrt
605,121.611129,25.067218,mrt
606,121.611239,25.067111,mrt
607,121.611724,25.067053,mrt
608,121.615817,25.059995,mrt
609,121.616091,25.059883,mrt
610,121.616936,25.055847,mrt
611,121.616984,25.055308,mrt
612,121.618239,25.055123,mrt
613,121.618266,25.055386,mrt
614,121.617043,25.05524,mrt
615,121.616861,25.054917,mrt
616,121.618183,25.054739,mrt
617,121.618148,25.054035,mrt
618,121.530311,24.971684,mrt
619,121.52995,24.973192,mrt
620,121.537558,24.957877,mrt
621,121.541124,24.967393,mrt
622,121.541845,24.967986,mrt
623,121.543068,24.975025,mrt
624,121.542641,24.97691,mrt
625,121.540874,24.982754,mrt
626,121.541619,24.982051,mrt
627,121.541572,24.982982,mrt
628,121.541405,24.983539,mrt
629,121.540933,24.992296,mrt
630,121.541517,24.993069,mrt
631,121.540546,24.992744,mrt
632,121.538896,25.001367,mrt
633,121.539613,25.00151,mrt
634,121.539195,25.002215,mrt
635,121.538572,25.002676,mrt
636,121.534377,25.014509,mrt
637,121.534721,25.014718,mrt
638,121.534055,25.015413,mrt
639,121.533623,25.015148,mrt
640,121.528577,25.01962,mrt
641,121.529093,25.020192,mrt
642,121.527849,25.021179,mrt
643,121.527297,25.021018,mrt
644,121.527739,25.020758,mrt
645,121.522973,25.025976,mrt
646,121.523353,25.025502,mrt
647,121.523353,25.026078,mrt
648,121.523069,25.026424,mrt
649,121.522873,25.027184,mrt
650,121.522297,25.027537,mrt
651,121.521937,25.02742,mrt
652,121.521894,25.027056,mrt
653,121.522404,25.026798,mrt
654,121.517764,25.033034,mrt
655,121.518261,25.032406,mrt
656,121.519,25.032281,mrt
657,121.51796,25.033525,mrt
658,121.517109,25.035148,mrt
659,121.516543,25.03588,mrt
660,121.515983,25.034565,mrt
661,121.509752,25.036434,mrt
662,121.509865,25.035736,mrt
663,121.510988,25.035309,mrt
664,121.511455,25.035226,mrt
665,121.515414,25.012895,mrt
666,121.515446,25.014222,mrt
667,121.510962,25.002375,mrt
668,121.504632,24.993731,mrt
669,121.508639,24.990016,mrt
670,121.508853,24.989919,mrt
671,121.509395,24.989651,mrt
672,121.509776,24.989486,mrt
673,121.515731,25.040913,mrt
674,121.516589,25.041224,mrt
675,121.516632,25.042808,mrt
676,121.516299,25.042876,mrt
677,121.516246,25.046755,mrt
678,121.516787,25.046234,mrt
679,121.518643,25.046077,mrt
680,121.517479,25.045948,mrt
681,121.518193,25.048232,mrt
682,121.519067,25.048064,mrt
683,121.517882,25.046337,mrt
684,121.517345,25.046485,mrt
685,121.520588,25.057499,mrt
686,121.520615,25.057825,mrt
687,121.519454,25.062641,mrt
688,121.519867,25.061936,mrt
689,121.519786,25.061766,mrt
690,121.519614,25.061878,mrt
691,121.518558,25.063122,mrt
692,121.51853,25.062693,mrt
693,121.520092,25.06267,mrt
694,121.520602,25.06266,mrt
695,121.520744,25.063027,mrt
696,121.519791,25.063063,mrt
697,121.520033,25.070785,mrt
698,121.520108,25.071776,mrt
699,121.525175,25.08503,mrt
700,121.524807,25.083466,mrt
701,121.525966,25.094106,mrt
702,121.526433,25.092901,mrt
703,121.522636,25.102046,mrt
704,121.522356,25.103804,mrt
705,121.519153,25.109298,mrt
706,121.515171,25.115007,mrt
707,121.516205,25.113602,mrt
708,121.506987,25.120673,mrt
709,121.50589,25.120854,mrt
710,121.50096,25.126169,mrt
711,121.49824,25.132316,mrt
712,121.503524,25.136968,mrt
713,121.485159,25.137325,mrt
714,121.485373,25.137665,mrt
715,121.473169,25.131056,mrt
716,121.473657,25.130905,mrt
717,121.467215,25.125431,mrt
718,121.466861,25.12547,mrt
719,121.459726,25.136971,mrt
720,121.459383,25.136854,mrt
721,121.459039,25.154137,mrt
722,121.458583,25.153831,mrt
723,121.445355,25.168084,mrt
724,121.445988,25.167577,mrt
725,121.435254,24.966714,mrt
726,121.43568,24.966102,mrt
727,121.436799,24.966947,mrt
728,121.436412,24.967191,mrt
729,121.444173,24.973251,mrt
730,121.443671,24.972663,mrt
731,121.445266,24.973714,mrt
732,121.448615,24.985375,mrt
733,121.448956,24.985329,mrt
734,121.449127,24.98609,mrt
735,121.452581,24.998933,mrt
736,121.452388,24.998252,mrt
737,121.45287,24.998875,mrt
738,121.459077,25.008486,mrt
739,121.459501,25.008943,mrt
740,121.45897,25.009162,mrt
741,121.461754,25.013416,mrt
742,121.462483,25.013192,mrt
743,121.462589,25.014554,mrt
744,121.467457,25.023063,mrt
745,121.468176,25.0222,mrt
746,121.468574,25.022844,mrt
747,121.468728,25.023638,mrt
748,121.468138,25.024163,mrt
749,121.471914,25.030298,mrt
750,121.471903,25.029782,mrt
751,121.472156,25.029459,mrt
752,121.472719,25.029763,mrt
753,121.473609,25.031027,mrt
754,121.473126,25.031095,mrt
755,121.49953,25.035484,mrt
756,121.499798,25.035109,mrt
757,121.501622,25.035421,mrt
758,121.523009,25.045097,mrt
759,121.523053,25.044796,mrt
760,121.523734,25.044568,mrt
761,121.524217,25.044111,mrt
762,121.52482,25.044256,mrt
763,121.524898,25.044632,mrt
764,121.532065,25.042103,mrt
765,121.53368,25.041783,mrt
766,121.533213,25.042458,mrt
767,121.531829,25.042784,mrt
768,121.532232,25.041214,mrt
769,121.533068,25.040791,mrt
770,121.533068,25.041729,mrt
771,121.550578,25.041642,mrt
772,121.551694,25.041632,mrt
773,121.551586,25.04134,mrt
774,121.550567,25.04135,mrt
775,121.549824,25.041238,mrt
776,121.549174,25.041029,mrt
777,121.549913,25.041661,mrt
778,121.549194,25.041928,mrt
779,121.556663,25.041838,mrt
780,121.556704,25.041029,mrt
781,121.557981,25.041195,mrt
782,121.558539,25.04117,mrt
783,121.558002,25.041501,mrt
784,121.565459,25.041408,mrt
785,121.565062,25.040971,mrt
786,121.567149,25.040903,mrt
787,121.567181,25.041263,mrt
788,121.57512,25.040995,mrt
789,121.575383,25.040704,mrt
790,121.576155,25.040704,mrt
791,121.576574,25.040699,mrt
792,121.576622,25.040961,mrt
793,121.58141,25.044422,mrt
794,121.581854,25.043703,mrt
795,121.583277,25.045232,mrt
796,121.582441,25.045653,mrt
797,121.592726,25.050319,mrt
798,121.592825,25.050402,mrt
799,121.59363,25.050599,mrt
800,121.593799,25.050572,mrt
801,121.606357,25.051911,mrt
802,121.60743,25.052025,mrt
803,121.569394,25.033025,mrt
804,121.569809,25.032366,mrt
805,121.570408,25.03302,mrt
806,121.561671,25.033107,mrt
807,121.561564,25.032733,mrt
808,121.563646,25.032742,mrt
809,121.564112,25.033034,mrt
810,121.563292,25.033102,mrt
811,121.552602,25.033377,mrt
812,121.552332,25.033032,mrt
813,121.553282,25.033022,mrt
814,121.5534,25.033022,mrt
815,121.553526,25.033326,mrt
816,121.534442,25.033693,mrt
817,121.534487,25.033391,mrt
